1.58551E+18,"@Elizatweetz There are many like her. How does that make her a candidate for PM?

As per CAA only those born in India have the right to PM candidature.

She is well aware hence she chose MMS to run the show in 2004-2014 while she can act as an unofficial PM in the background."
1.5855E+18,@maheshmvasu This is inhuman the way hindus r being treated in pakistan.. can we use the provisions under CAA expedite their visas and bring them to India please @PMOIndia @OIC_OCI @AmitShahOffice @DrSJaishankar @ANI @PTI_News @GovtofPakistan @UNICEF_Pakistan
1.5855E+18,Not a single shot was fired on Anti CAA/Anti Agri bill/Hijab protesters in India. Protesters In India should feel privileged. https://t.co/nY08F6Aunu
1.5855E+18,"@MehboobaMufti Mehbooba ji seeks excuses to run down India which is not a Charity Ashram.Even UK's'Indian'home Minister has at outset scorned illegal immigrants(their NRC&amp; CAA)
Then Rishis&amp;likes there would NEVER run down Union Jack like you do day in day out.
Democracy isn't a free pass"
1.58549E+18,"RT @ThePollLady: @AskAnshul And radical mobs in India protests CAA, knowing full well the treatment Hindus face in countries like Pakistan…"
1.58549E+18,"@Abduls_view @Brijesh0217 @itsMurtuza_ @AskAnshul Liberals are opposing UCC CAA NRC which should be celebrated by liberals yet in india its opposed,idk how shameless left can be but calling right wing people narcissist megalomaniac doesn't suits u ""intellectuals"" and hatemongers. May god bless u with some shame and intelelct."
1.58549E+18,"RT @ThePollLady: @AskAnshul And radical mobs in India protests CAA, knowing full well the treatment Hindus face in countries like Pakistan…"
1.58549E+18,"A Hindu bngali fmily frm Bardhaman,West Bengal arrested on charges of illegal immigration n kept in jail becoz thy are bengali.This is a trailer fr belngalies living pan india. #IndiaOpressingBengalies
#Bengali #nrc #CAA 
@GargaC @BanglaPokkho
@shashangko https://t.co/12t6cXIJjC"
1.58548E+18,"RT @ThePollLady: @AskAnshul And radical mobs in India protests CAA, knowing full well the treatment Hindus face in countries like Pakistan…"
1.58548E+18,Almost enticing #civilwar Amit Shah/BJP's #CAA triggered violence. 'With love (Islamophilia) from West' saw next chance to denigrate India https://t.co/rrOK9wVuQy sponsored article https://t.co/UDsAcVODin says CAA isn't enough for suffering Pak minorities https://t.co/xGgV0gnoDr
1.58548E+18,"RT @ThePollLady: @AskAnshul And radical mobs in India protests CAA, knowing full well the treatment Hindus face in countries like Pakistan…"
1.58547E+18,"RT @drrajdeeproy: Ethnic cleansing targeting any group is condemnable. #BengaliHindus have been at the receiving end, even in India &amp; North…"
1.58547E+18,"RT @ThePollLady: @AskAnshul And radical mobs in India protests CAA, knowing full well the treatment Hindus face in countries like Pakistan…"
1.58547E+18,"@AamAadmiParty @ArvindKejriwal @AtishiAAP First declare India as Hindu Rashtra in writing. after that 
Support NRC CAA and UCC, Put pictures of Ganeshji and Lakshmiji in your office too after that you caome &amp; speak all this."
1.58547E+18,"@Wine_Sommelier_ @bakshi_arnab @onty4u I dont understand y everyone is suddenly so smitten by @Trevornoah  , he is part of the same toolkit gang as he showed over and over during caa and farm bill row, + he is extremely racist towards India!"
1.58547E+18,"Thats why india need CAA  for Hindus,Sikhs,jain, buddhist and christian #NarendraModi #rahulghandhi #SoniaGandhi #AmitShah #Indian #Pakistan #Hindu #Sikh #janism #Christianity #Muslim https://t.co/x5dOetgNii"
1.58546E+18,@Gothicself @PrinceArihan @aimim_national Where do you get that from?  What have bjp done to show that? Just curious! Coz bjp allowed the cristians that migrate from the nearby islamic countries to be a  citizen of india too in the new CAA
1.58546E+18,"RT @ThePollLady: @AskAnshul And radical mobs in India protests CAA, knowing full well the treatment Hindus face in countries like Pakistan…"
1.58545E+18,"RT @kartik314: @tiwaryshweta AK has done so much work in education and healthcare sectors, but this liberal lobby is only interested in wha…"
1.58543E+18,"RT @ThePollLady: @AskAnshul And radical mobs in India protests CAA, knowing full well the treatment Hindus face in countries like Pakistan…"
1.58543E+18,RT @HardeepSPuri: Those who made a career out of spreading canards on India’s refugee policy deliberately linking it to #CAA will be disapp…
1.58542E+18,"RT @ThePollLady: @AskAnshul And radical mobs in India protests CAA, knowing full well the treatment Hindus face in countries like Pakistan…"
1.58541E+18,"@warispathan The day UCC , NRC , CAA is implemented , secular word is removed from Indian constitution, 40,000 temples are restored and all radicals like you are kicked out of India"
1.58538E+18,"When Modiji gave an option to these minorities to have a respectful life in India through CAA, opportunist politicians of India opposed it. https://t.co/S6GDWSZTYJ"
1.58538E+18,"RT @ThePollLady: @AskAnshul And radical mobs in India protests CAA, knowing full well the treatment Hindus face in countries like Pakistan…"
1.58538E+18,"RT @ThePollLady: @AskAnshul And radical mobs in India protests CAA, knowing full well the treatment Hindus face in countries like Pakistan…"
1.58537E+18,"RT @ThePollLady: @AskAnshul And radical mobs in India protests CAA, knowing full well the treatment Hindus face in countries like Pakistan…"
1.58537E+18,if british india/undivided india is the basis for determining indian origin then caa is irrelevant. everyone from pakistan and bangladesh are of indian origin and should be entitled to indian citizenship after migrating to india. why was the caa created?
1.58536E+18,"RT @viky4chat: @SaketGokhale On below matters @ArvindKejriwal always keeps his mouth shut as if he is not in India. 

NRC/CAA
Delhi Riots
B…"
1.58536E+18,"RT @sanjukta: @_pallavighosh @PChidambaram_IN Sikhs are included in definition of Hindus, included in CAA, no political party or group like…"
1.58536E+18,"RT @ThePollLady: @AskAnshul And radical mobs in India protests CAA, knowing full well the treatment Hindus face in countries like Pakistan…"
1.58536E+18,RT @Jini30jR: @SaraHayatShah Soon after India imposes CAA like the UK!!
1.58535E+18,"@khanumarfa Do u know President of India was Dr. A.P.J Kalam
Are J &amp; K state ready to accept Hindu CM?
Which democracy country in world having &gt;60%  Muslim population accepted Non Muslim PM or President.
Muslims opposing CAA only b'cas other than Muslims going to allowed as citizens, why"
1.58414E+18,"RT @shivamkoli09: Jaimatadi 
India should keep stand on this issue a little girl are raped and converted 
#SaveChandaMaharaj
@narendramodi…"
1.58414E+18,RT @scobserver: The challenges claim that CAA coupled with the National Register of Citizens will deprive many Muslims residing in India of…
1.58414E+18,RT @IDS_UK: We were delighted to host a recent seminar with @psingh400 whose talk focused on protest-based visual art created both during t…
1.58414E+18,"RT @shivamkoli09: Jaimatadi 
India should keep stand on this issue a little girl are raped and converted 
#SaveChandaMaharaj
@narendramodi…"
1.58414E+18,"RT @shivamkoli09: Jaimatadi 
India should keep stand on this issue a little girl are raped and converted 
#SaveChandaMaharaj
@narendramodi…"
1.58414E+18,"Jaimatadi 
India should keep stand on this issue a little girl are raped and converted 
#SaveChandaMaharaj
@narendramodi @amitshahoffice 
we want NRC caa right now.
#hindus #Kashmiris #Pakistan @VHPDigital @HinduSamhati @HinduITCell @eHinduVishwa https://t.co/DVavr4eLvt"
1.58411E+18,@VeengasJ Need #CAA to deal with situations like these as the beggar #pakistan will always treat #minorities as 2nd class citizens and lecture #india about #humanrights
1.5841E+18,"@UNHumanRights @hrw 

Can you save a minor girl being forced to marry 60 year old and consummate? 

If not than close your shop.

@MEAIndia @HMOIndia Can you help Hindus of Pakistan to move to India under CAA? https://t.co/e6CmukJS0x"
1.58409E+18,"RT @the_hindu: The #CAA seeks to grant #citizenship to members of the Hindu, Sikh, Parsi, Christian, Buddhist and Jain communities from Pak…"
1.58408E+18,RT @spvaid: What's strange that Govt of India hasn't come out with rules under CAA in last 3 years to save these persecuted minorities in I…
1.58407E+18,RT @spvaid: What's strange that Govt of India hasn't come out with rules under CAA in last 3 years to save these persecuted minorities in I…
1.58406E+18,"@narendramodi @MSJEGOI   if you can introduce CAA ..you can also raise India's voice for this traumatized minor girl 🙏
#PakistanTerroristState #SaveMinoritiesInPakistan https://t.co/L43cFe89JO"
1.58406E+18,How one wishes these people could have moved to India decades ago. #CAA is over 50 years overdue. https://t.co/fY9IA58WBS
1.58405E+18,"Where’s @Malala, she got a Nobel prize only for propaganda ??? 
#Hypocrites 
Instances like this remind why CAA is must. @AmitShah @ARanganathan72 @ARanganathan72 @RShivshankar 
#genocide #india"
1.58404E+18,"@irenaakbar Coz their definition of Indianness should qualify ""pitr bhoomi and punya bhoomi"" criteria which Abrahamic religious do not. So Muslims, Christians and Jews cannot be first class citizens in India according to them. This is the very mindset behind NRC CAA.."
1.58402E+18,Indian government is unbothered towards these unfortunates who have remained in Pakistan due to their poverty or may be other reasons. GoI should rescue them on humanitarian grounds &amp; accord citizenship &amp; implement CAA. It should desist from settling Rohingya criminals in India. https://t.co/MOomqg8llV
1.58402E+18,"RT @mmurthy4: ‘Hindus don't have any address other than India’: @himantabiswa 's staunch defence of CAA

""My heartfelt thanks to you for ma…"
1.58402E+18,"It sets an example for the so called presstitutes in India that it doesn't matter how much they betray india,at the end,the media agency will dump them...
We can't forget photos of those burning pyres,aazadi slogans during CAA   KARM
@major_pawan @LevinaNeythiri @InsightGL https://t.co/KJDzNbrSeu"
1.58433E+18,"@KewalChopra6 @sunild1909 @TanyaGhosh2312 @mervindawson @AmarCapt @MadanKandal3 @TheNameSake11 @Libertarian196 @WuntakalL @moksha0013 @shoumendu @himanshuk21 @sandhumannu0476 @VasantNalawade3 @India_on_move @virkbuilder2011 @rakeshkapoor5 @RamphalKaushik9 @Kirk62341266 @Rc54321Rahul @VinayK460 @SANJOYOJHA @apoorvmehra72 @Trendsetting123 @nsitharaman @narendramodi @bansalavani @judedavid21 @PriaINC @RahulGandhi @SujataIndia1st @PadmraniK @rkhuria2 @KWecare @rwac48 @kkhushal9 @LtColAnilDuhoon @YashMor5 @PriyaaReturnz @tavleen_singh @ShekharGupta @PravinSawhney @ProsaicView Do you know how many petitions are already filed and pending before the Supreme Court for attention since months? This article provides facts.
https://t.co/sMg557r8lf"
1.58429E+18,"RT @shivamkoli09: Jaimatadi 
India should keep stand on this issue a little girl are raped and converted 
#SaveChandaMaharaj
@narendramodi…"
1.58427E+18,"@rabhrakha @indumathi37 Ok, India is a free country. BTW have u no shame that blocking CAA is dooming millions of Hindus suffering in Pak &amp; BD"
1.58427E+18,"@rabhrakha @indumathi37 😂😂😂😂 my religion is higher than any politician. Modi failed to stop the Hindu persecution across India, failed to pass the CAA that have a chance to Hindu girls violated in Pakistan by 40 + year old men. Which people like u opposed. Have u no an shame?"
1.58427E+18,Breaking News Live Updates – 05 May 2022: Amit Shah Says Will Implement CAA After Covid Pandemic Ends; India Strongly Objects as WHO Claims More Indians Died of Covid Than Accounted https://t.co/7Sn2n7YZUe
1.58426E+18,RT @MaktoobMedia: It has been 1078 days since the movement against CAA began in India; it has been 1000 days since Sharjeel Imam has been i…
1.58425E+18,"2/n What a start of #dhanteras2022 #Diwali #Diwali2022 -Unprecedented cancellation of FCRA lic of RGF received Chinese Funds to sell India to p$mps, received funds form J!hadi Nayak (PC:@tfipost ) to sponsor CAA riots-Melotovs-Gulels, Has connection swith Anti-India forces https://t.co/bP74iNW0Np"
1.58425E+18,@AhmedKhabeer_ Aren’t you the folks that incited women and children into believing that NRC and CAA are anti the Muslims of India ?
1.58424E+18,RT @MaktoobMedia: It has been 1078 days since the movement against CAA began in India; it has been 1000 days since Sharjeel Imam has been i…
1.58423E+18,RT @MaktoobMedia: It has been 1078 days since the movement against CAA began in India; it has been 1000 days since Sharjeel Imam has been i…
1.58423E+18,RT @MaktoobMedia: It has been 1078 days since the movement against CAA began in India; it has been 1000 days since Sharjeel Imam has been i…
1.58423E+18,Almost enticing #civilwar Amit Shah/BJP's #CAA triggered violence. 'With love (Islamophilia) from West' saw next chance to denigrate India https://t.co/rrOK9wW2G6 sponsored article https://t.co/UDsAcVPb7V says CAA isn't enough for suffering Pak minorities https://t.co/xGgV0gnoDr
1.58423E+18,RT @MaktoobMedia: It has been 1078 days since the movement against CAA began in India; it has been 1000 days since Sharjeel Imam has been i…
